Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.03     0.00     4960     0.00     0.00  std::_Iter_base<std::move_iterator<GraphNode**>, true>::_S_base(std::move_iterator<GraphNode**>)
  0.00      0.03     0.00     4960     0.00     0.00  std::move_iterator<GraphNode**>::move_iterator(GraphNode**)
  0.00      0.03     0.00     4960     0.00     0.00  std::_Miter_base<std::move_iterator<GraphNode**> >::iterator_type std::__miter_base<std::move_iterator<GraphNode**> >(std::move_iterator<GraphNode**>)
  0.00      0.03     0.00     4960     0.00     0.00  std::move_iterator<GraphNode**> std::make_move_iterator<GraphNode**>(GraphNode** const&)
  0.00      0.03     0.00     4332     0.00     0.00  __gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > >::base() const
  0.00      0.03     0.00     4332     0.00     0.00  std::move_iterator<Interest**>::base() const
  0.00      0.03     0.00     4332     0.00     0.00  std::_Iter_base<std::move_iterator<Interest**>, true>::_S_base(std::move_iterator<Interest**>)
  0.00      0.03     0.00     4332     0.00     0.00  std::move_iterator<Interest**>::move_iterator(Interest**)
  0.00      0.03     0.00     4332     0.00     0.00  std::_Miter_base<std::move_iterator<Interest**> >::iterator_type std::__miter_base<std::move_iterator<Interest**> >(std::move_iterator<Interest**>)
  0.00      0.03     0.00     4332     0.00     0.00  std::move_iterator<Interest**> std::make_move_iterator<Interest**>(Interest** const&)
  0.00      0.03     0.00     3998     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_M_get_Tp_allocator()
  0.00      0.03     0.00     3944     0.00     0.00  __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >::__normal_iterator(GraphNode** const&)
  0.00      0.03     0.00     3722     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::max_size() const
  0.00      0.03     0.00     3636     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::construct(GraphNode**, GraphNode* const&)
  0.00      0.03     0.00     3636     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::push_back(GraphNode* const&)
  0.00      0.03     0.00     3494     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_M_get_Tp_allocator()
  0.00      0.03     0.00     3304     0.00     0.00  std::_Iter_base<Course**, false>::_S_base(Course**)
  0.00      0.03     0.00     3304     0.00     0.00  std::_Niter_base<Course**>::iterator_type std::__niter_base<Course**>(Course**)
  0.00      0.03     0.00     3249     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::max_size() const
  0.00      0.03     0.00     2799     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_M_get_Tp_allocator()
  0.00      0.03     0.00     2723     0.00     0.00  GraphNode** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<GraphNode*>(GraphNode* const*, GraphNode* const*, GraphNode**)
  0.00      0.03     0.00     2723     0.00     0.00  GraphNode** std::__copy_move_a<true, GraphNode**, GraphNode**>(GraphNode**, GraphNode**, GraphNode**)
  0.00      0.03     0.00     2492     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_M_get_Tp_allocator() const
  0.00      0.03     0.00     2480     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::max_size() const
  0.00      0.03     0.00     2480     0.00     0.00  GraphNode** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<GraphNode**>, GraphNode**>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**)
  0.00      0.03     0.00     2480     0.00     0.00  GraphNode** std::__copy_move_a2<true, GraphNode**, GraphNode**>(GraphNode**, GraphNode**, GraphNode**)
  0.00      0.03     0.00     2480     0.00     0.00  GraphNode** std::uninitialized_copy<std::move_iterator<GraphNode**>, GraphNode**>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**)
  0.00      0.03     0.00     2480     0.00     0.00  GraphNode** std::__uninitialized_copy_a<std::move_iterator<GraphNode**>, GraphNode**, GraphNode*>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**, std::allocator<GraphNode*>&)
  0.00      0.03     0.00     2480     0.00     0.00  GraphNode** std::__uninitialized_move_a<GraphNode**, GraphNode**, std::allocator<GraphNode*> >(GraphNode**, GraphNode**, GraphNode**, std::allocator<GraphNode*>&)
  0.00      0.03     0.00     2480     0.00     0.00  GraphNode** std::copy<std::move_iterator<GraphNode**>, GraphNode**>(std::move_iterator<GraphNode**>, std::move_iterator<GraphNode**>, GraphNode**)
  0.00      0.03     0.00     2196     0.00     0.00  __gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > >::base() const
  0.00      0.03     0.00     2196     0.00     0.00  std::move_iterator<Course**>::base() const
  0.00      0.03     0.00     2196     0.00     0.00  std::_Iter_base<std::move_iterator<Course**>, true>::_S_base(std::move_iterator<Course**>)
  0.00      0.03     0.00     2196     0.00     0.00  std::move_iterator<Course**>::move_iterator(Course**)
  0.00      0.03     0.00     2196     0.00     0.00  std::_Miter_base<std::move_iterator<Course**> >::iterator_type std::__miter_base<std::move_iterator<Course**> >(std::move_iterator<Course**>)
  0.00      0.03     0.00     2196     0.00     0.00  std::move_iterator<Course**> std::make_move_iterator<Course**>(Course** const&)
  0.00      0.03     0.00     2195     0.00     0.00  __gnu_cxx::new_allocator<Course*>::construct(Course**, Course* const&)
  0.00      0.03     0.00     2195     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::push_back(Course* const&)
  0.00      0.03     0.00     2166     0.00     0.00  __gnu_cxx::__normal_iterator<Interest**, std::vector<Interest*, std::allocator<Interest*> > >::__normal_iterator(Interest** const&)
  0.00      0.03     0.00     2166     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_M_get_Tp_allocator() const
  0.00      0.03     0.00     2166     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::max_size() const
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Interest*>(Interest* const*, Interest* const*, Interest**)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Interest**>, Interest**>(std::move_iterator<Interest**>, std::move_iterator<Interest**>, Interest**)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::__copy_move_a<true, Interest**, Interest**>(Interest**, Interest**, Interest**)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::__copy_move_a2<true, Interest**, Interest**>(Interest**, Interest**, Interest**)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::uninitialized_copy<std::move_iterator<Interest**>, Interest**>(std::move_iterator<Interest**>, std::move_iterator<Interest**>, Interest**)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::__uninitialized_copy_a<std::move_iterator<Interest**>, Interest**, Interest*>(std::move_iterator<Interest**>, std::move_iterator<Interest**>, Interest**, std::allocator<Interest*>&)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::__uninitialized_move_a<Interest**, Interest**, std::allocator<Interest*> >(Interest**, Interest**, Interest**, std::allocator<Interest*>&)
  0.00      0.03     0.00     2166     0.00     0.00  Interest** std::copy<std::move_iterator<Interest**>, Interest**>(std::move_iterator<Interest**>, std::move_iterator<Interest**>, Interest**)
  0.00      0.03     0.00     2122     0.00     0.00  __gnu_cxx::new_allocator<Interest*>::construct(Interest**, Interest* const&)
  0.00      0.03     0.00     2122     0.00     0.00  std::vector<Interest*, std::allocator<Interest*> >::push_back(Interest* const&)
  0.00      0.03     0.00     1728     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::end()
  0.00      0.03     0.00     1689     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Course**>(Course**, Course**)
  0.00      0.03     0.00     1689     0.00     0.00  void std::_Destroy<Course**>(Course**, Course**)
  0.00      0.03     0.00     1689     0.00     0.00  void std::_Destroy<Course**, Course*>(Course**, Course**, std::allocator<Course*>&)
  0.00      0.03     0.00     1647     0.00     0.00  __gnu_cxx::new_allocator<Course*>::max_size() const
  0.00      0.03     0.00     1504     0.00     0.00  void std::_Destroy_aux<true>::__destroy<GraphNode**>(GraphNode**, GraphNode**)
  0.00      0.03     0.00     1504     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_M_deallocate(GraphNode**, unsigned long)
  0.00      0.03     0.00     1504     0.00     0.00  void std::_Destroy<GraphNode**>(GraphNode**, GraphNode**)
  0.00      0.03     0.00     1504     0.00     0.00  void std::_Destroy<GraphNode**, GraphNode*>(GraphNode**, GraphNode**, std::allocator<GraphNode*>&)
  0.00      0.03     0.00     1485     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::begin()
  0.00      0.03     0.00     1328     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Interest**>(Interest**, Interest**)
  0.00      0.03     0.00     1328     0.00     0.00  std::_Vector_base<Interest*, std::allocator<Interest*> >::_M_deallocate(Interest**, unsigned long)
  0.00      0.03     0.00     1328     0.00     0.00  void std::_Destroy<Interest**>(Interest**, Interest**)
  0.00      0.03     0.00     1328     0.00     0.00  void std::_Destroy<Interest**, Interest*>(Interest**, Interest**, std::allocator<Interest*>&)
  0.00      0.03     0.00     1252     0.00     0.00  std::_Vector_base<GraphNode*, std::allocator<GraphNode*> >::_M_allocate(unsigned long)
  0.00      0.03     0.00     1242     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::deallocate(GraphNode**, unsigned long)
  0.00      0.03     0.00     1242     0.00     0.00  __gnu_cxx::new_allocator<GraphNode*>::allocate(unsigned long, void const*)
  0.00      0.03     0.00     1240     0.00     0.00  __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >::difference_type __gnu_cxx::operator-<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > const&, __gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > > const&)
  0.00      0.03     0.00     1240     0.00     0.00  std::vector<GraphNode*, std::allocator<GraphNode*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.03     0.00     1240     0.00     0.00  void std::vector<GraphNode*, std::allocator<GraphNode*> >::_M_insert_aux<GraphNode* const&>(__gnu_cxx::__normal_iterator<GraphNode**, std::vector<GraphNode*, std::allocator<GraphNode*> > >, GraphNode* const&)
  0.00      0.03     0.00     1240     0.00     0.00  GraphNode* const& std::forward<GraphNode* const&>(std::remove_reference<GraphNode* const&>::type&)
  0.00      0.03     0.00     1108     0.00     0.00  std::_Vector_base<Course*, std::allocator<Course*> >::_M_get_Tp_allocator() const
  0.00      0.03     0.00     1098     0.00     0.00  __gnu_cxx::__normal_iterator<Course**, std::vector<Course*, std::allocator<Course*> > >::__normal_iterator(Course** const&)
  0.00      0.03     0.00     1098     0.00     0.00  std::vector<Course*, std::allocator<Course*> >::max_size() const
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Course*>(Course* const*, Course* const*, Course**)
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Course**>, Course**>(std::move_iterator<Course**>, std::move_iterator<Course**>, Course**)
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::__copy_move_a<true, Course**, Course**>(Course**, Course**, Course**)
  0.00      0.03     0.00     1098     0.00     0.00  Course** std::__copy_move_a2<true, Course**, Course**>(Course**, Course**, Course**)
